,name,proximal_neighborhood,map_neighborhood,lat,lng,distance,neighborhood,categories,address,labeledLatLngs,postalCode,cc,city,state,country,formattedAddress,crossStreet,id
5,Zoodo night club,,,40.843545,-73.917328,3364,Kingsbridge,Nightclub,1518 Macombs Rd,"[{'label': 'display', 'lat': 40.843545, 'lng': -73.917328}, {'label': 'entrance', 'lat': 40.843506, 'lng': -73.917436}]",10452,US,Bronx,NY,United States,"['1518 Macombs Rd (172 street)', 'Bronx, NY 10452', 'United States']",172 street,
6,Le Trou Night Club,,,40.838348,-73.92006,3565,Marble Hill,Lounge,,"[{'label': 'display', 'lat': 40.838348, 'lng': -73.92006}]",,US,,New York,United States,"['New York', 'United States']",,
0,Morroco Nightclub,,,40.82386405,-73.94702706666666,2263,Wakefield,Gay Bar,Washington Heights,"[{'label': 'display', 'lat': 40.82386405, 'lng': -73.94702706666666}]",10031,US,New York,NY,United States,"['Washington Heights', 'New York, NY 10031', 'United States']",,
1,Luna Night Club & Lounge,,,40.846210181854474,-73.90124081292899,2350,Co-op City,Nightclub,1834 Webster Ave,"[{'label': 'display', 'lat': 40.846210181854474, 'lng': -73.90124081292899}]",10457,US,Bronx,NY,United States,"['1834 Webster Ave', 'Bronx, NY 10457', 'United States']",,
2,Le Trou Night Club,,,40.838348,-73.92006,543,Eastchester,Lounge,,"[{'label': 'display', 'lat': 40.838348, 'lng': -73.92006}]",,US,,New York,United States,"['New York', 'United States']",,
3,Ballers Night Club,,,40.841407000000004,-73.917259,915,Fieldston,Nightlife Spot,1465 Jerome Ave,"[{'label': 'display', 'lat': 40.841407000000004, 'lng': -73.917259}, {'label': 'entrance', 'lat': 40.841343, 'lng': -73.917102}]",10452,US,Bronx,NY,United States,"['1465 Jerome Ave', 'Bronx, NY 10452', 'United States']",,
4,Zoodo night club,,,40.843545,-73.917328,1067,Riverdale,Nightclub,1518 Macombs Rd,"[{'label': 'display', 'lat': 40.843545, 'lng': -73.917328}, {'label': 'entrance', 'lat': 40.843506, 'lng': -73.917436}]",10452,US,Bronx,NY,United States,"['1518 Macombs Rd (172 street)', 'Bronx, NY 10452', 'United States']",172 street,
5,Capitol night club,,,40.81833160493077,-73.9263234076611,2036,Kingsbridge,,150 & grand concourse,"[{'label': 'display', 'lat': 40.81833160493077, 'lng': -73.9263234076611}]",,US,Bronx,NY,United States,"['150 & grand concourse', 'Bronx, NY', 'United States']",,
6,Templo Caribeno Night Club,,,40.819281,-73.91416,2176,Marble Hill,,2999 3rd Ave,"[{'label': 'display', 'lat': 40.819281, 'lng': -73.91416}, {'label': 'entrance', 'lat': 40.819228, 'lng': -73.91396}]",10455,US,Bronx,NY,United States,"['2999 3rd Ave', 'Bronx, NY 10455', 'United States']",,
7,Rhumba Night Club,,,40.847497,-73.90146999999999,2401,Woodlawn,Nightclub,396 E Tremont Ave,"[{'label': 'display', 'lat': 40.847497, 'lng': -73.90146999999999}, {'label': 'entrance', 'lat': 40.847626, 'lng': -73.901387}]",10457,US,Bronx,NY,United States,"['396 E Tremont Ave', 'Bronx, NY 10457', 'United States']",,
8,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,2832,Norwood,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
9,plantations Night Club,,,40.81069676113962,-73.92792509271867,2890,Williamsbridge,General Entertainment,,"[{'label': 'display', 'lat': 40.81069676113962, 'lng': -73.92792509271867}]",10451,US,Bronx,NY,United States,"['Bronx, NY 10451', 'United States']",,
10,Tahbu Night Club,,,40.86130513100488,-73.91314201419885,2956,Baychester,Nightclub,,"[{'label': 'display', 'lat': 40.86130513100488, 'lng': -73.91314201419885}]",10468,US,Bronx,NY,United States,"['Bronx, NY 10468', 'United States']",,
0,Morroco Nightclub,,,40.82386405,-73.94702706666666,3200,Wakefield,Gay Bar,Washington Heights,"[{'label': 'display', 'lat': 40.82386405, 'lng': -73.94702706666666}]",10031,US,New York,NY,United States,"['Washington Heights', 'New York, NY 10031', 'United States']",,
1,Luna Night Club & Lounge,,,40.846210181854474,-73.90124081292899,3024,Co-op City,Nightclub,1834 Webster Ave,"[{'label': 'display', 'lat': 40.846210181854474, 'lng': -73.90124081292899}]",10457,US,Bronx,NY,United States,"['1834 Webster Ave', 'Bronx, NY 10457', 'United States']",,
2,Templo Caribeno Night Club,,,40.819281,-73.91416,402,Eastchester,,2999 3rd Ave,"[{'label': 'display', 'lat': 40.819281, 'lng': -73.91416}, {'label': 'entrance', 'lat': 40.819228, 'lng': -73.91396}]",10455,US,Bronx,NY,United States,"['2999 3rd Ave', 'Bronx, NY 10455', 'United States']",,
3,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,1092,Fieldston,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
4,Capitol night club,,,40.81833160493077,-73.9263234076611,1432,Riverdale,,150 & grand concourse,"[{'label': 'display', 'lat': 40.81833160493077, 'lng': -73.9263234076611}]",,US,Bronx,NY,United States,"['150 & grand concourse', 'Bronx, NY', 'United States']",,
5,plantations Night Club,,,40.81069676113962,-73.92792509271867,1856,Kingsbridge,General Entertainment,,"[{'label': 'display', 'lat': 40.81069676113962, 'lng': -73.92792509271867}]",10451,US,Bronx,NY,United States,"['Bronx, NY 10451', 'United States']",,
6,Le Trou Night Club,,,40.838348,-73.92006,2255,Marble Hill,Lounge,,"[{'label': 'display', 'lat': 40.838348, 'lng': -73.92006}]",,US,,New York,United States,"['New York', 'United States']",,
7,Ballers Night Club,,,40.841407000000004,-73.917259,2499,Woodlawn,Nightlife Spot,1465 Jerome Ave,"[{'label': 'display', 'lat': 40.841407000000004, 'lng': -73.917259}, {'label': 'entrance', 'lat': 40.841343, 'lng': -73.917102}]",10452,US,Bronx,NY,United States,"['1465 Jerome Ave', 'Bronx, NY 10452', 'United States']",,
8,Zoodo night club,,,40.843545,-73.917328,2730,Norwood,Nightclub,1518 Macombs Rd,"[{'label': 'display', 'lat': 40.843545, 'lng': -73.917328}, {'label': 'entrance', 'lat': 40.843506, 'lng': -73.917436}]",10452,US,Bronx,NY,United States,"['1518 Macombs Rd (172 street)', 'Bronx, NY 10452', 'United States']",172 street,
9,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,3301,Williamsbridge,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
0,Morroco Nightclub,,,40.82386405,-73.94702706666666,3261,Wakefield,Gay Bar,Washington Heights,"[{'label': 'display', 'lat': 40.82386405, 'lng': -73.94702706666666}]",10031,US,New York,NY,United States,"['Washington Heights', 'New York, NY 10031', 'United States']",,
1,plantations Night Club,,,40.81069676113962,-73.92792509271867,1113,Co-op City,General Entertainment,,"[{'label': 'display', 'lat': 40.81069676113962, 'lng': -73.92792509271867}]",10451,US,Bronx,NY,United States,"['Bronx, NY 10451', 'United States']",,
2,Templo Caribeno Night Club,,,40.819281,-73.91416,1461,Eastchester,,2999 3rd Ave,"[{'label': 'display', 'lat': 40.819281, 'lng': -73.91416}, {'label': 'entrance', 'lat': 40.819228, 'lng': -73.91396}]",10455,US,Bronx,NY,United States,"['2999 3rd Ave', 'Bronx, NY 10455', 'United States']",,
3,Capitol night club,,,40.81833160493077,-73.9263234076611,1598,Fieldston,,150 & grand concourse,"[{'label': 'display', 'lat': 40.81833160493077, 'lng': -73.9263234076611}]",,US,Bronx,NY,United States,"['150 & grand concourse', 'Bronx, NY', 'United States']",,
4,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,2476,Riverdale,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
0,plantations Night Club,,,40.81069676113962,-73.92792509271867,1595,Wakefield,General Entertainment,,"[{'label': 'display', 'lat': 40.81069676113962, 'lng': -73.92792509271867}]",10451,US,Bronx,NY,United States,"['Bronx, NY 10451', 'United States']",,
1,Templo Caribeno Night Club,,,40.819281,-73.91416,1962,Co-op City,,2999 3rd Ave,"[{'label': 'display', 'lat': 40.819281, 'lng': -73.91416}, {'label': 'entrance', 'lat': 40.819228, 'lng': -73.91396}]",10455,US,Bronx,NY,United States,"['2999 3rd Ave', 'Bronx, NY 10455', 'United States']",,
2,Capitol night club,,,40.81833160493077,-73.9263234076611,2159,Eastchester,,150 & grand concourse,"[{'label': 'display', 'lat': 40.81833160493077, 'lng': -73.9263234076611}]",,US,Bronx,NY,United States,"['150 & grand concourse', 'Bronx, NY', 'United States']",,
3,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,2762,Fieldston,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
0,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,932,Wakefield,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
1,Templo Caribeno Night Club,,,40.819281,-73.91416,1616,Co-op City,,2999 3rd Ave,"[{'label': 'display', 'lat': 40.819281, 'lng': -73.91416}, {'label': 'entrance', 'lat': 40.819228, 'lng': -73.91396}]",10455,US,Bronx,NY,United States,"['2999 3rd Ave', 'Bronx, NY 10455', 'United States']",,
2,Capitol night club,,,40.81833160493077,-73.9263234076611,2597,Eastchester,,150 & grand concourse,"[{'label': 'display', 'lat': 40.81833160493077, 'lng': -73.9263234076611}]",,US,Bronx,NY,United States,"['150 & grand concourse', 'Bronx, NY', 'United States']",,
3,plantations Night Club,,,40.81069676113962,-73.92792509271867,2751,Fieldston,General Entertainment,,"[{'label': 'display', 'lat': 40.81069676113962, 'lng': -73.92792509271867}]",10451,US,Bronx,NY,United States,"['Bronx, NY 10451', 'United States']",,
4,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,2903,Riverdale,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
5,Le Trou Night Club,,,40.838348,-73.92006,3298,Kingsbridge,Lounge,,"[{'label': 'display', 'lat': 40.838348, 'lng': -73.92006}]",,US,,New York,United States,"['New York', 'United States']",,
6,Ballers Night Club,,,40.841407000000004,-73.917259,3441,Marble Hill,Nightlife Spot,1465 Jerome Ave,"[{'label': 'display', 'lat': 40.841407000000004, 'lng': -73.917259}, {'label': 'entrance', 'lat': 40.841343, 'lng': -73.917102}]",10452,US,Bronx,NY,United States,"['1465 Jerome Ave', 'Bronx, NY 10452', 'United States']",,
7,Zoodo night club,,,40.843545,-73.917328,3649,Woodlawn,Nightclub,1518 Macombs Rd,"[{'label': 'display', 'lat': 40.843545, 'lng': -73.917328}, {'label': 'entrance', 'lat': 40.843506, 'lng': -73.917436}]",10452,US,Bronx,NY,United States,"['1518 Macombs Rd (172 street)', 'Bronx, NY 10452', 'United States']",172 street,
0,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,1927,Wakefield,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
1,Templo Caribeno Night Club,,,40.819281,-73.91416,2807,Co-op City,,2999 3rd Ave,"[{'label': 'display', 'lat': 40.819281, 'lng': -73.91416}, {'label': 'entrance', 'lat': 40.819228, 'lng': -73.91396}]",10455,US,Bronx,NY,United States,"['2999 3rd Ave', 'Bronx, NY 10455', 'United States']",,
2,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,3114,Eastchester,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
0,Luna Night Club & Lounge,,,40.846210181854474,-73.90124081292899,2517,Wakefield,Nightclub,1834 Webster Ave,"[{'label': 'display', 'lat': 40.846210181854474, 'lng': -73.90124081292899}]",10457,US,Bronx,NY,United States,"['1834 Webster Ave', 'Bronx, NY 10457', 'United States']",,
1,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,348,Co-op City,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
2,Morroco Nightclub,,,40.82386405,-73.94702706666666,3834,Eastchester,Gay Bar,Washington Heights,"[{'label': 'display', 'lat': 40.82386405, 'lng': -73.94702706666666}]",10031,US,New York,NY,United States,"['Washington Heights', 'New York, NY 10031', 'United States']",,
3,Templo Caribeno Night Club,,,40.819281,-73.91416,1168,Fieldston,,2999 3rd Ave,"[{'label': 'display', 'lat': 40.819281, 'lng': -73.91416}, {'label': 'entrance', 'lat': 40.819228, 'lng': -73.91396}]",10455,US,Bronx,NY,United States,"['2999 3rd Ave', 'Bronx, NY 10455', 'United States']",,
4,Capitol night club,,,40.81833160493077,-73.9263234076611,2171,Riverdale,,150 & grand concourse,"[{'label': 'display', 'lat': 40.81833160493077, 'lng': -73.9263234076611}]",,US,Bronx,NY,United States,"['150 & grand concourse', 'Bronx, NY', 'United States']",,
5,Le Trou Night Club,,,40.838348,-73.92006,2267,Kingsbridge,Lounge,,"[{'label': 'display', 'lat': 40.838348, 'lng': -73.92006}]",,US,,New York,United States,"['New York', 'United States']",,
6,Ballers Night Club,,,40.841407000000004,-73.917259,2386,Marble Hill,Nightlife Spot,1465 Jerome Ave,"[{'label': 'display', 'lat': 40.841407000000004, 'lng': -73.917259}, {'label': 'entrance', 'lat': 40.841343, 'lng': -73.917102}]",10452,US,Bronx,NY,United States,"['1465 Jerome Ave', 'Bronx, NY 10452', 'United States']",,
7,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,2512,Woodlawn,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
8,Zoodo night club,,,40.843545,-73.917328,2590,Norwood,Nightclub,1518 Macombs Rd,"[{'label': 'display', 'lat': 40.843545, 'lng': -73.917328}, {'label': 'entrance', 'lat': 40.843506, 'lng': -73.917436}]",10452,US,Bronx,NY,United States,"['1518 Macombs Rd (172 street)', 'Bronx, NY 10452', 'United States']",172 street,
9,Rhumba Night Club,,,40.847497,-73.90146999999999,2661,Williamsbridge,Nightclub,396 E Tremont Ave,"[{'label': 'display', 'lat': 40.847497, 'lng': -73.90146999999999}, {'label': 'entrance', 'lat': 40.847626, 'lng': -73.901387}]",10457,US,Bronx,NY,United States,"['396 E Tremont Ave', 'Bronx, NY 10457', 'United States']",,
10,plantations Night Club,,,40.81069676113962,-73.92792509271867,2648,Baychester,General Entertainment,,"[{'label': 'display', 'lat': 40.81069676113962, 'lng': -73.92792509271867}]",10451,US,Bronx,NY,United States,"['Bronx, NY 10451', 'United States']",,
0,Kokonuts Nightclub,,,40.84173583984375,-73.84170532226562,3069,Wakefield,Nightclub,1332 Blondell Ave,"[{'label': 'entrance', 'lat': 40.841677, 'lng': -73.841853}, {'label': 'display', 'lat': 40.84173583984375, 'lng': -73.84170532226562}]",10461,US,Bronx,NY,United States,"['1332 Blondell Ave', 'Bronx, NY 10461', 'United States']",,
1,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,2093,Co-op City,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
2,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,2677,Eastchester,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
0,Kokonuts Nightclub,,,40.84173583984375,-73.84170532226562,3653,Wakefield,Nightclub,1332 Blondell Ave,"[{'label': 'entrance', 'lat': 40.841677, 'lng': -73.841853}, {'label': 'display', 'lat': 40.84173583984375, 'lng': -73.84170532226562}]",10461,US,Bronx,NY,United States,"['1332 Blondell Ave', 'Bronx, NY 10461', 'United States']",,
0,Kokonuts Nightclub,,,40.84173583984375,-73.84170532226562,1508,Wakefield,Nightclub,1332 Blondell Ave,"[{'label': 'entrance', 'lat': 40.841677, 'lng': -73.841853}, {'label': 'display', 'lat': 40.84173583984375, 'lng': -73.84170532226562}]",10461,US,Bronx,NY,United States,"['1332 Blondell Ave', 'Bronx, NY 10461', 'United States']",,
1,XL NEW YORK Nightclub,,,40.879381,-73.824627,3911,Co-op City,,,"[{'label': 'display', 'lat': 40.879381, 'lng': -73.824627}]",,US,Bronx,NY,United States,"['Bronx, NY', 'United States']",,
0,Kokonuts Nightclub,,,40.84173583984375,-73.84170532226562,1276,Wakefield,Nightclub,1332 Blondell Ave,"[{'label': 'entrance', 'lat': 40.841677, 'lng': -73.841853}, {'label': 'display', 'lat': 40.84173583984375, 'lng': -73.84170532226562}]",10461,US,Bronx,NY,United States,"['1332 Blondell Ave', 'Bronx, NY 10461', 'United States']",,
1,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,1846,Co-op City,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
0,Kokonuts Nightclub,,,40.84173583984375,-73.84170532226562,130,Wakefield,Nightclub,1332 Blondell Ave,"[{'label': 'entrance', 'lat': 40.841677, 'lng': -73.841853}, {'label': 'display', 'lat': 40.84173583984375, 'lng': -73.84170532226562}]",10461,US,Bronx,NY,United States,"['1332 Blondell Ave', 'Bronx, NY 10461', 'United States']",,
1,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,3030,Co-op City,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
0,Kokonuts Nightclub,,,40.84173583984375,-73.84170532226562,2081,Wakefield,Nightclub,1332 Blondell Ave,"[{'label': 'entrance', 'lat': 40.841677, 'lng': -73.841853}, {'label': 'display', 'lat': 40.84173583984375, 'lng': -73.84170532226562}]",10461,US,Bronx,NY,United States,"['1332 Blondell Ave', 'Bronx, NY 10461', 'United States']",,
1,Luna Night Club & Lounge,,,40.846210181854474,-73.90124081292899,2956,Co-op City,Nightclub,1834 Webster Ave,"[{'label': 'display', 'lat': 40.846210181854474, 'lng': -73.90124081292899}]",10457,US,Bronx,NY,United States,"['1834 Webster Ave', 'Bronx, NY 10457', 'United States']",,
2,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,1197,Eastchester,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
3,Rhumba Night Club,,,40.847497,-73.90146999999999,2993,Fieldston,Nightclub,396 E Tremont Ave,"[{'label': 'display', 'lat': 40.847497, 'lng': -73.90146999999999}, {'label': 'entrance', 'lat': 40.847626, 'lng': -73.901387}]",10457,US,Bronx,NY,United States,"['396 E Tremont Ave', 'Bronx, NY 10457', 'United States']",,
